frame,track_id,class_name,warning_type,distance_m,ttc_s,x1,y1,x2,y2
3539,462,car,VEHICLE TOO CLOSE,6.4,1.3,1095.0,413.5,1280.0,623.2
3539,462,car,TTC WARNING,6.4,1.3,1095.0,413.5,1280.0,623.2
3540,462,car,VEHICLE TOO CLOSE,6.4,1.4,1100.5,413.7,1280.0,624.8
3540,462,car,TTC WARNING,6.4,1.4,1100.5,413.7,1280.0,624.8
3541,462,car,VEHICLE TOO CLOSE,6.3,1.6,1105.2,413.3,1280.0,627.1
3541,462,car,TTC WARNING,6.3,1.6,1105.2,413.3,1280.0,627.1
3542,462,car,VEHICLE TOO CLOSE,6.1,1.6,1108.2,412.9,1280.0,633.9
3542,462,car,TTC WARNING,6.1,1.6,1108.2,412.9,1280.0,633.9
3543,462,car,VEHICLE TOO CLOSE,5.7,1.4,1108.1,413.6,1280.0,652.1
3543,462,car,TTC WARNING,5.7,1.4,1108.1,413.6,1280.0,652.1
3544,462,car,VEHICLE TOO CLOSE,5.0,0.9,1102.4,411.3,1280.0,682.7
3544,462,car,TTC WARNING,5.0,0.9,1102.4,411.3,1280.0,682.7
3545,462,car,VEHICLE TOO CLOSE,4.6,0.7,1102.0,408.3,1280.0,701.6
3545,462,car,TTC WARNING,4.6,0.7,1102.0,408.3,1280.0,701.6
3546,462,car,VEHICLE TOO CLOSE,4.4,0.6,1104.2,404.1,1280.0,709.8
3546,462,car,TTC WARNING,4.4,0.6,1104.2,404.1,1280.0,709.8
3547,462,car,VEHICLE TOO CLOSE,4.3,0.5,1110.9,400.6,1280.0,713.2
3547,462,car,TTC WARNING,4.3,0.5,1110.9,400.6,1280.0,713.2
3548,462,car,VEHICLE TOO CLOSE,4.2,0.5,1117.5,396.4,1280.0,714.3
3548,462,car,TTC WARNING,4.2,0.5,1117.5,396.4,1280.0,714.3
3549,462,car,VEHICLE TOO CLOSE,4.1,0.5,1123.9,388.2,1280.0,716.6
3549,462,car,TTC WARNING,4.1,0.5,1123.9,388.2,1280.0,716.6
3550,462,car,VEHICLE TOO CLOSE,4.1,0.5,1134.0,386.8,1280.0,715.5
3550,462,car,TTC WARNING,4.1,0.5,1134.0,386.8,1280.0,715.5
3551,462,car,VEHICLE TOO CLOSE,3.8,0.6,1136.4,362.4,1280.0,717.3
3551,462,car,TTC WARNING,3.8,0.6,1136.4,362.4,1280.0,717.3
3552,462,car,VEHICLE TOO CLOSE,3.8,0.7,1146.5,363.0,1280.0,717.1
3552,462,car,TTC WARNING,3.8,0.7,1146.5,363.0,1280.0,717.1
3580,467,car,VEHICLE TOO CLOSE,7.2,3.4,1144.2,459.3,1280.0,647.5
3581,467,car,VEHICLE TOO CLOSE,5.9,1.1,1134.9,456.6,1280.0,684.9
3581,467,car,TTC WARNING,5.9,1.1,1134.9,456.6,1280.0,684.9
3583,474,car,VEHICLE TOO CLOSE,6.9,,1198.2,450.9,1280.0,647.6
3584,474,car,VEHICLE TOO CLOSE,6.3,,1198.8,451.1,1280.0,664.5
3585,474,car,VEHICLE TOO CLOSE,5.8,,1199.3,444.2,1280.0,676.5
3601,476,car,FRONT OBJECT,25.3,,497.4,484.9,600.0,538.2
3603,476,car,FRONT OBJECT,24.9,,490.5,485.6,595.3,539.9
3606,478,car,FRONT OBJECT,29.2,,643.5,476.8,728.6,523.0
3607,478,car,FRONT OBJECT,30.6,,644.5,478.3,725.5,522.4
3607,476,car,FRONT OBJECT,24.6,,479.6,485.9,585.9,540.7
3608,478,car,FRONT OBJECT,28.9,,640.1,476.4,725.4,523.0
3608,476,car,FRONT OBJECT,24.0,,473.7,486.5,582.8,542.8
3609,478,car,FRONT OBJECT,28.1,,637.7,475.5,725.0,523.5
3609,476,car,FRONT OBJECT,24.0,,468.9,486.8,578.1,543.1
3610,469,car,VEHICLE TOO CLOSE,7.3,1.3,1131.6,459.1,1280.0,645.0
3610,469,car,TTC WARNING,7.3,1.3,1131.6,459.1,1280.0,645.0
3610,478,car,FRONT OBJECT,27.4,1.5,633.9,475.6,722.7,524.8
3610,478,car,TTC WARNING,27.4,1.5,633.9,475.6,722.7,524.8
3610,476,car,FRONT OBJECT,23.5,,464.2,486.6,576.0,544.0
3611,469,car,VEHICLE TOO CLOSE,6.2,0.9,1125.7,459.6,1280.0,677.7
3611,469,car,TTC WARNING,6.2,0.9,1125.7,459.6,1280.0,677.7
3611,478,car,FRONT OBJECT,27.7,1.8,632.2,476.0,719.5,524.8
3611,478,car,TTC WARNING,27.7,1.8,632.2,476.0,719.5,524.8
3611,476,car,FRONT OBJECT,23.1,2.2,458.9,486.4,572.9,544.8
3611,476,car,TTC WARNING,23.1,2.2,458.9,486.4,572.9,544.8
3612,478,car,FRONT OBJECT,27.6,2.1,629.2,476.2,716.2,525.2
3612,478,car,TTC WARNING,27.6,2.1,629.2,476.2,716.2,525.2
3619,478,car,FRONT OBJECT,21.0,,592.4,478.3,703.1,542.7
3620,478,car,FRONT OBJECT,20.0,,586.4,478.1,699.4,545.6
3621,478,car,FRONT OBJECT,19.6,,582.4,478.0,695.1,546.9
3621,482,car,FRONT OBJECT,25.4,,534.0,485.4,618.7,538.6
3622,478,car,FRONT OBJECT,19.5,,578.5,478.7,689.9,548.0
3623,478,car,FRONT OBJECT,19.2,1.6,574.6,479.2,685.9,549.5
3623,478,car,TTC WARNING,19.2,1.6,574.6,479.2,685.9,549.5
3624,478,car,FRONT OBJECT,18.8,1.6,569.9,479.5,682.2,551.3
3624,478,car,TTC WARNING,18.8,1.6,569.9,479.5,682.2,551.3
3624,482,car,FRONT OBJECT,25.1,,523.7,484.4,609.8,538.2
3625,478,car,FRONT OBJECT,18.6,1.7,565.3,479.6,678.0,552.3
3625,478,car,TTC WARNING,18.6,1.7,565.3,479.6,678.0,552.3
3625,482,car,FRONT OBJECT,25.1,,520.4,484.0,607.0,537.8
3626,478,car,FRONT OBJECT,18.0,1.6,559.7,479.1,674.8,553.9
3626,478,car,TTC WARNING,18.0,1.6,559.7,479.1,674.8,553.9
3626,482,car,FRONT OBJECT,24.4,,517.1,483.8,606.7,539.2
3627,478,car,FRONT OBJECT,17.9,1.7,555.4,479.4,670.4,554.7
3627,478,car,TTC WARNING,17.9,1.7,555.4,479.4,670.4,554.7
3627,482,car,FRONT OBJECT,24.1,,514.3,483.5,605.5,539.5
3628,478,car,FRONT OBJECT,17.8,1.8,549.4,479.7,664.1,555.4
3628,478,car,TTC WARNING,17.8,1.8,549.4,479.7,664.1,555.4
3628,482,car,FRONT OBJECT,23.9,2.3,509.7,484.0,601.9,540.5
3628,482,car,TTC WARNING,23.9,2.3,509.7,484.0,601.9,540.5
3629,478,car,FRONT OBJECT,17.3,2.0,540.8,480.0,658.4,558.1
3629,478,car,TTC WARNING,17.3,2.0,540.8,480.0,658.4,558.1
3630,478,car,FRONT OBJECT,17.0,1.9,532.8,480.3,652.2,559.9
3630,478,car,TTC WARNING,17.0,1.9,532.8,480.3,652.2,559.9
3631,478,car,FRONT OBJECT,16.4,1.7,521.3,480.5,644.3,562.6
3631,478,car,TTC WARNING,16.4,1.7,521.3,480.5,644.3,562.6
3632,478,car,FRONT OBJECT,15.6,1.4,508.4,479.1,638.5,565.7
3632,478,car,TTC WARNING,15.6,1.4,508.4,479.1,638.5,565.7
3633,478,car,FRONT OBJECT,15.1,1.3,497.7,478.3,632.6,567.7
3633,478,car,TTC WARNING,15.1,1.3,497.7,478.3,632.6,567.7
3634,478,car,FRONT OBJECT,14.5,1.1,485.8,477.7,626.5,570.5
3634,478,car,TTC WARNING,14.5,1.1,485.8,477.7,626.5,570.5
3635,480,car,FRONT OBJECT,34.3,2.0,727.5,478.0,787.5,517.3
3635,480,car,TTC WARNING,34.3,2.0,727.5,478.0,787.5,517.3
3635,478,car,FRONT OBJECT,14.5,1.1,481.8,478.7,623.0,572.0
3635,478,car,TTC WARNING,14.5,1.1,481.8,478.7,623.0,572.0
3636,480,car,FRONT OBJECT,33.5,1.7,725.1,477.6,785.7,518.0
3636,480,car,TTC WARNING,33.5,1.7,725.1,477.6,785.7,518.0
3636,478,car,FRONT OBJECT,14.3,1.0,475.1,478.8,617.8,573.2
3636,478,car,TTC WARNING,14.3,1.0,475.1,478.8,617.8,573.2
3637,480,car,FRONT OBJECT,32.6,1.6,722.6,477.3,784.1,518.7
3637,480,car,TTC WARNING,32.6,1.6,722.6,477.3,784.1,518.7
3637,478,car,FRONT OBJECT,14.0,1.0,465.8,478.7,611.9,575.5
3637,478,car,TTC WARNING,14.0,1.0,465.8,478.7,611.9,575.5
3638,480,car,FRONT OBJECT,32.5,1.6,720.0,477.4,781.1,518.9
3638,480,car,TTC WARNING,32.5,1.6,720.0,477.4,781.1,518.9
3638,478,car,FRONT OBJECT,13.7,1.1,455.3,478.4,604.4,577.0
3638,478,car,TTC WARNING,13.7,1.1,455.3,478.4,604.4,577.0
3639,480,car,FRONT OBJECT,32.0,1.6,717.0,477.4,778.5,519.6
3639,480,car,TTC WARNING,32.0,1.6,717.0,477.4,778.5,519.6
3639,478,car,FRONT OBJECT,13.5,1.2,446.0,477.9,597.0,577.8
3639,478,car,TTC WARNING,13.5,1.2,446.0,477.9,597.0,577.8
3640,480,car,FRONT OBJECT,32.0,1.8,715.0,477.5,776.0,519.7
3640,480,car,TTC WARNING,32.0,1.8,715.0,477.5,776.0,519.7
3640,478,car,FRONT OBJECT,13.2,1.4,434.1,477.5,588.9,579.9
3640,478,car,TTC WARNING,13.2,1.4,434.1,477.5,588.9,579.9
3641,480,car,FRONT OBJECT,31.9,2.1,712.4,477.3,773.0,519.6
3641,480,car,TTC WARNING,31.9,2.1,712.4,477.3,773.0,519.6
3642,480,car,FRONT OBJECT,31.3,2.3,708.4,476.9,769.9,520.1
3642,480,car,TTC WARNING,31.3,2.3,708.4,476.9,769.9,520.1
3642,483,car,FRONT OBJECT,25.1,,569.7,472.5,643.2,526.4
3643,480,car,FRONT OBJECT,30.3,2.3,704.9,476.5,767.9,521.0
3643,480,car,TTC WARNING,30.3,2.3,704.9,476.5,767.9,521.0
3643,483,car,FRONT OBJECT,25.2,,568.1,472.6,641.1,526.1
3644,480,car,FRONT OBJECT,29.3,2.1,701.4,476.2,766.2,522.2
3644,480,car,TTC WARNING,29.3,2.1,701.4,476.2,766.2,522.2
3644,483,car,FRONT OBJECT,25.1,,564.7,472.4,638.1,526.2
3645,480,car,FRONT OBJECT,28.3,1.9,696.4,475.9,763.0,523.6
3645,480,car,TTC WARNING,28.3,1.9,696.4,475.9,763.0,523.6
3645,483,car,FRONT OBJECT,24.3,,560.5,471.2,636.2,526.7
3646,480,car,FRONT OBJECT,27.8,1.7,692.9,475.7,760.4,524.2
3646,480,car,TTC WARNING,27.8,1.7,692.9,475.7,760.4,524.2
3646,483,car,FRONT OBJECT,24.4,3.5,557.3,471.3,632.7,526.7
3647,480,car,FRONT OBJECT,27.4,1.5,689.3,475.7,757.5,524.9
3647,480,car,TTC WARNING,27.4,1.5,689.3,475.7,757.5,524.9
3647,483,car,FRONT OBJECT,24.1,3.4,553.3,470.9,629.5,527.0
3648,480,car,FRONT OBJECT,26.8,1.3,684.4,475.4,754.0,525.8
3648,480,car,TTC WARNING,26.8,1.3,684.4,475.4,754.0,525.8
3648,483,car,FRONT OBJECT,23.8,3.3,549.3,470.6,626.4,527.4
3649,480,car,FRONT OBJECT,26.3,1.3,680.8,475.2,751.4,526.6
3649,480,car,TTC WARNING,26.3,1.3,680.8,475.2,751.4,526.6
3649,483,car,FRONT OBJECT,23.6,3.2,547.1,470.4,624.8,527.6
3650,480,car,FRONT OBJECT,25.8,1.2,676.7,475.2,748.4,527.6
3650,480,car,TTC WARNING,25.8,1.2,676.7,475.2,748.4,527.6
3650,483,car,FRONT OBJECT,23.4,3.3,543.7,470.1,621.9,527.7
3651,479,car,VEHICLE TOO CLOSE,7.4,1.0,0.0,463.2,281.0,645.0
3651,479,car,TTC WARNING,7.4,1.0,0.0,463.2,281.0,645.0
3651,480,car,FRONT OBJECT,25.5,1.4,672.5,474.9,744.9,527.9
3651,480,car,TTC WARNING,25.5,1.4,672.5,474.9,744.9,527.9
3651,483,car,FRONT OBJECT,22.9,3.0,539.7,469.6,619.5,528.5
3652,479,car,VEHICLE TOO CLOSE,7.4,0.9,0.0,462.8,274.3,644.9
3652,479,car,TTC WARNING,7.4,0.9,0.0,462.8,274.3,644.9
3652,480,car,FRONT OBJECT,24.9,1.5,668.2,474.6,741.9,528.7
3652,480,car,TTC WARNING,24.9,1.5,668.2,474.6,741.9,528.7
3652,483,car,FRONT OBJECT,22.6,2.7,535.7,469.3,616.5,529.1
3652,483,car,TTC WARNING,22.6,2.7,535.7,469.3,616.5,529.1
3653,479,car,VEHICLE TOO CLOSE,6.4,0.6,0.0,459.9,285.5,671.4
3653,479,car,TTC WARNING,6.4,0.6,0.0,459.9,285.5,671.4
3653,480,car,FRONT OBJECT,24.2,1.5,663.2,474.0,738.9,529.9
3653,480,car,TTC WARNING,24.2,1.5,663.2,474.0,738.9,529.9
3653,483,car,FRONT OBJECT,22.5,2.7,531.4,469.1,612.5,529.1
3653,483,car,TTC WARNING,22.5,2.7,531.4,469.1,612.5,529.1
3654,479,car,VEHICLE TOO CLOSE,6.5,0.6,0.0,458.6,268.3,666.8
3654,479,car,TTC WARNING,6.5,0.6,0.0,458.6,268.3,666.8
3654,480,car,FRONT OBJECT,23.6,1.5,658.9,473.5,735.9,530.7
3654,480,car,TTC WARNING,23.6,1.5,658.9,473.5,735.9,530.7
3654,483,car,FRONT OBJECT,22.2,2.9,527.8,468.8,610.0,529.6
3654,483,car,TTC WARNING,22.2,2.9,527.8,468.8,610.0,529.6
3655,479,car,VEHICLE TOO CLOSE,6.9,0.7,0.0,458.5,248.8,653.2
3655,479,car,TTC WARNING,6.9,0.7,0.0,458.5,248.8,653.2
3655,480,car,FRONT OBJECT,23.3,1.5,654.1,473.3,732.1,531.3
3655,480,car,TTC WARNING,23.3,1.5,654.1,473.3,732.1,531.3
3655,478,car,VEHICLE TOO CLOSE,7.0,0.6,85.8,472.0,404.8,665.0
3655,478,car,TTC WARNING,7.0,0.6,85.8,472.0,404.8,665.0
3655,483,car,FRONT OBJECT,22.0,2.7,524.0,468.4,606.6,529.7
3655,483,car,TTC WARNING,22.0,2.7,524.0,468.4,606.6,529.7
3656,479,car,VEHICLE TOO CLOSE,6.9,0.8,0.0,457.3,240.9,653.0
3656,479,car,TTC WARNING,6.9,0.8,0.0,457.3,240.9,653.0
3656,480,car,FRONT OBJECT,22.9,1.5,648.7,473.2,727.8,532.2
3656,480,car,TTC WARNING,22.9,1.5,648.7,473.2,727.8,532.2
3656,478,car,VEHICLE TOO CLOSE,6.4,0.5,39.4,471.2,388.2,681.2
3656,478,car,TTC WARNING,6.4,0.5,39.4,471.2,388.2,681.2
3656,483,car,FRONT OBJECT,22.0,2.9,519.8,468.5,602.8,530.0
3656,483,car,TTC WARNING,22.0,2.9,519.8,468.5,602.8,530.0
3657,479,car,VEHICLE TOO CLOSE,6.4,0.8,0.0,455.6,241.7,668.1
3657,479,car,TTC WARNING,6.4,0.8,0.0,455.6,241.7,668.1
3657,480,car,FRONT OBJECT,22.2,1.5,642.4,472.2,723.6,533.1
3657,480,car,TTC WARNING,22.2,1.5,642.4,472.2,723.6,533.1
3657,478,car,VEHICLE TOO CLOSE,6.1,0.5,9.0,467.7,376.5,688.5
3657,478,car,TTC WARNING,6.1,0.5,9.0,467.7,376.5,688.5
3657,483,car,FRONT OBJECT,21.7,3.0,514.9,468.8,599.3,531.2
3658,480,car,FRONT OBJECT,22.1,1.5,637.8,472.2,719.1,533.3
3658,480,car,TTC WARNING,22.1,1.5,637.8,472.2,719.1,533.3
3658,478,car,VEHICLE TOO CLOSE,5.8,0.4,0.0,466.9,371.2,701.1
3658,478,car,TTC WARNING,5.8,0.4,0.0,466.9,371.2,701.1
3658,483,car,FRONT OBJECT,21.6,3.3,511.3,468.9,595.9,531.3
3659,480,car,FRONT OBJECT,22.0,1.6,633.1,472.3,714.7,533.6
3659,480,car,TTC WARNING,22.0,1.6,633.1,472.3,714.7,533.6
3659,478,car,VEHICLE TOO CLOSE,5.5,0.4,0.0,465.0,364.4,711.8
3659,478,car,TTC WARNING,5.5,0.4,0.0,465.0,364.4,711.8
3659,483,car,FRONT OBJECT,21.4,3.5,507.6,469.0,593.3,532.1
3660,480,car,FRONT OBJECT,21.3,1.6,626.8,472.1,710.9,535.3
3660,480,car,TTC WARNING,21.3,1.6,626.8,472.1,710.9,535.3
3660,478,car,VEHICLE TOO CLOSE,5.3,0.4,0.0,464.0,353.9,717.2
3660,478,car,TTC WARNING,5.3,0.4,0.0,464.0,353.9,717.2
3660,483,car,FRONT OBJECT,21.2,3.9,504.1,468.6,590.5,532.2
3661,480,car,FRONT OBJECT,20.1,1.5,619.7,472.2,708.9,539.4
3661,480,car,TTC WARNING,20.1,1.5,619.7,472.2,708.9,539.4
3661,478,car,VEHICLE TOO CLOSE,5.2,0.5,0.0,462.2,331.9,719.5
3661,478,car,TTC WARNING,5.2,0.5,0.0,462.2,331.9,719.5
3661,483,car,FRONT OBJECT,21.0,4.0,500.0,469.2,587.5,533.6
3662,480,car,FRONT OBJECT,19.0,1.2,612.3,471.5,706.2,542.7
3662,480,car,TTC WARNING,19.0,1.2,612.3,471.5,706.2,542.7
3662,483,car,FRONT OBJECT,21.0,4.2,495.8,469.4,583.6,533.8
3662,479,car,VEHICLE TOO CLOSE,5.4,,0.0,465.7,275.2,713.8
3663,480,car,FRONT OBJECT,18.4,1.1,606.4,470.8,702.7,544.0
3663,480,car,TTC WARNING,18.4,1.1,606.4,470.8,702.7,544.0
3663,483,car,FRONT OBJECT,20.9,4.5,492.9,469.3,581.0,534.1
3663,479,car,VEHICLE TOO CLOSE,5.3,,0.0,465.0,264.3,719.0
3664,480,car,FRONT OBJECT,18.1,1.0,599.7,470.5,697.9,545.2
3664,480,car,TTC WARNING,18.1,1.0,599.7,470.5,697.9,545.2
3664,483,car,FRONT OBJECT,20.5,4.2,488.8,468.8,578.3,534.6
3664,479,car,VEHICLE TOO CLOSE,5.3,,0.0,463.0,235.3,719.7
3665,480,car,FRONT OBJECT,17.5,0.9,593.3,469.8,694.4,546.7
3665,480,car,TTC WARNING,17.5,0.9,593.3,469.8,694.4,546.7
3665,483,car,FRONT OBJECT,20.3,3.9,484.2,468.6,574.9,535.2
3666,480,car,FRONT OBJECT,16.8,0.8,586.0,469.2,691.3,549.4
3666,480,car,TTC WARNING,16.8,0.8,586.0,469.2,691.3,549.4
3666,483,car,FRONT OBJECT,20.0,3.7,479.0,468.2,571.0,535.7
3667,480,car,FRONT OBJECT,16.5,0.8,578.7,468.8,686.2,550.5
3667,480,car,TTC WARNING,16.5,0.8,578.7,468.8,686.2,550.5
3667,483,car,FRONT OBJECT,20.0,3.6,474.9,468.6,567.0,535.9
3668,480,car,FRONT OBJECT,15.6,0.8,568.4,468.1,682.1,554.9
3668,480,car,TTC WARNING,15.6,0.8,568.4,468.1,682.1,554.9
3668,483,car,FRONT OBJECT,19.8,3.6,470.3,468.2,563.9,536.5
3669,480,car,FRONT OBJECT,15.1,0.8,559.1,467.1,676.1,556.4
3669,480,car,TTC WARNING,15.1,0.8,559.1,467.1,676.1,556.4
3670,480,car,FRONT OBJECT,14.9,0.9,548.3,466.7,667.4,557.4
3670,480,car,TTC WARNING,14.9,0.9,548.3,466.7,667.4,557.4
3671,480,car,FRONT OBJECT,15.2,1.0,539.4,467.1,657.5,555.6
3671,480,car,TTC WARNING,15.2,1.0,539.4,467.1,657.5,555.6
3672,480,car,FRONT OBJECT,15.1,1.2,528.7,466.9,649.5,556.5
3672,480,car,TTC WARNING,15.1,1.2,528.7,466.9,649.5,556.5
3673,480,car,FRONT OBJECT,13.8,1.1,516.8,466.3,648.5,564.2
3673,480,car,TTC WARNING,13.8,1.1,516.8,466.3,648.5,564.2
3673,476,car,VEHICLE TOO CLOSE,6.6,0.7,0.0,479.9,224.4,683.7
3673,476,car,TTC WARNING,6.6,0.7,0.0,479.9,224.4,683.7
3674,480,car,FRONT OBJECT,12.9,1.0,505.6,465.7,645.6,570.3
3674,480,car,TTC WARNING,12.9,1.0,505.6,465.7,645.6,570.3
3674,476,car,VEHICLE TOO CLOSE,6.3,0.6,0.0,480.6,216.1,696.4
3674,476,car,TTC WARNING,6.3,0.6,0.0,480.6,216.1,696.4
3675,480,car,FRONT OBJECT,12.3,0.9,492.5,464.7,639.2,574.8
3675,480,car,TTC WARNING,12.3,0.9,492.5,464.7,639.2,574.8
3675,476,car,VEHICLE TOO CLOSE,6.1,0.5,0.0,480.2,203.3,702.7
3675,476,car,TTC WARNING,6.1,0.5,0.0,480.2,203.3,702.7
3676,480,car,FRONT OBJECT,11.8,0.8,478.1,464.2,630.4,578.8
3676,480,car,TTC WARNING,11.8,0.8,478.1,464.2,630.4,578.8
3676,476,car,VEHICLE TOO CLOSE,6.6,0.6,0.0,482.0,174.1,686.0
3676,476,car,TTC WARNING,6.6,0.6,0.0,482.0,174.1,686.0
3676,487,car,FRONT OBJECT,25.5,,571.1,476.6,657.6,529.4
3677,480,car,FRONT OBJECT,11.4,0.8,466.6,464.6,623.8,583.1
3677,480,car,TTC WARNING,11.4,0.8,466.6,464.6,623.8,583.1
3677,476,car,VEHICLE TOO CLOSE,6.1,0.6,0.0,479.3,167.2,700.5
3677,476,car,TTC WARNING,6.1,0.6,0.0,479.3,167.2,700.5
3678,480,car,FRONT OBJECT,10.7,0.7,447.3,463.4,613.7,589.0
3678,480,car,TTC WARNING,10.7,0.7,447.3,463.4,613.7,589.0
3678,487,car,FRONT OBJECT,26.3,,564.6,477.6,648.7,528.9
3679,480,car,FRONT OBJECT,10.0,0.5,430.0,461.3,609.1,596.7
3679,480,car,TTC WARNING,10.0,0.5,430.0,461.3,609.1,596.7
3679,487,car,FRONT OBJECT,26.5,,562.6,478.7,646.1,529.6
3680,480,car,FRONT OBJECT,9.5,0.5,413.1,460.4,601.3,602.3
3680,480,car,TTC WARNING,9.5,0.5,413.1,460.4,601.3,602.3
3680,487,car,FRONT OBJECT,26.6,,562.1,478.9,645.2,529.6
3681,487,car,FRONT OBJECT,26.3,,557.1,478.3,641.6,529.5
3683,487,car,FRONT OBJECT,26.0,,548.5,477.5,634.5,529.5
3684,487,car,FRONT OBJECT,26.1,,550.6,477.7,635.4,529.3
3685,487,car,FRONT OBJECT,26.1,,550.0,477.1,634.0,528.7
3685,480,car,VEHICLE TOO CLOSE,7.2,,289.8,453.6,544.7,641.4
3686,487,car,FRONT OBJECT,26.5,,550.0,477.2,632.2,528.1
3686,480,car,VEHICLE TOO CLOSE,6.8,,257.4,453.4,528.7,652.2
3687,487,car,FRONT OBJECT,26.9,,548.8,477.4,629.2,527.5
3687,480,car,VEHICLE TOO CLOSE,6.0,,208.3,451.4,515.1,675.0
3688,487,car,FRONT OBJECT,26.5,,543.7,477.5,625.0,528.4
3689,473,car,VEHICLE TOO CLOSE,7.4,1.6,1093.0,432.3,1280.0,614.7
3689,473,car,TTC WARNING,7.4,1.6,1093.0,432.3,1280.0,614.7
3689,487,car,FRONT OBJECT,26.5,,541.0,477.3,622.1,528.2
3689,480,car,VEHICLE TOO CLOSE,5.2,,108.9,447.0,469.8,706.8
3690,473,car,VEHICLE TOO CLOSE,7.2,1.8,1100.9,430.8,1280.0,618.6
3690,473,car,TTC WARNING,7.2,1.8,1100.9,430.8,1280.0,618.6
3690,480,car,VEHICLE TOO CLOSE,4.9,,51.0,441.8,439.8,716.7
3691,473,car,VEHICLE TOO CLOSE,6.9,1.7,1105.2,429.1,1280.0,626.1
3691,473,car,TTC WARNING,6.9,1.7,1105.2,429.1,1280.0,626.1
3691,480,car,VEHICLE TOO CLOSE,4.8,,19.5,437.1,421.2,719.6
3691,487,car,FRONT OBJECT,24.0,,526.0,476.9,614.6,533.2
3692,473,car,VEHICLE TOO CLOSE,6.7,1.5,1108.2,427.1,1280.0,628.7
3692,473,car,TTC WARNING,6.7,1.5,1108.2,427.1,1280.0,628.7
3692,480,car,VEHICLE TOO CLOSE,4.7,,0.0,430.2,405.9,720.0
3693,480,car,VEHICLE TOO CLOSE,4.5,0.9,0.0,422.7,386.6,720.0
3693,480,car,TTC WARNING,4.5,0.9,0.0,422.7,386.6,720.0
3693,487,car,FRONT OBJECT,21.0,,507.3,476.8,606.1,541.0
3694,480,car,VEHICLE TOO CLOSE,4.2,0.8,0.0,396.6,373.7,720.0
3694,480,car,TTC WARNING,4.2,0.8,0.0,396.6,373.7,720.0
3694,487,car,FRONT OBJECT,20.6,,501.4,477.3,600.7,542.9
3695,480,car,VEHICLE TOO CLOSE,3.9,0.6,0.0,368.4,349.6,717.3
3695,480,car,TTC WARNING,3.9,0.6,0.0,368.4,349.6,717.3
3695,487,car,FRONT OBJECT,20.2,,495.5,477.4,595.3,544.3
3696,487,car,FRONT OBJECT,19.8,,488.3,476.9,588.5,545.0
3697,487,car,FRONT OBJECT,19.6,1.8,481.8,476.6,581.9,545.4
3697,487,car,TTC WARNING,19.6,1.8,481.8,476.6,581.9,545.4
3698,487,car,FRONT OBJECT,19.3,1.9,475.0,476.3,575.7,546.1
3698,487,car,TTC WARNING,19.3,1.9,475.0,476.3,575.7,546.1
3699,487,car,FRONT OBJECT,18.8,1.8,467.8,476.1,570.6,547.8
3699,487,car,TTC WARNING,18.8,1.8,467.8,476.1,570.6,547.8
3699,494,car,FRONT OBJECT,38.6,,542.6,483.7,602.2,518.7
3700,494,car,FRONT OBJECT,38.2,,541.3,483.4,601.4,518.7
3701,494,car,FRONT OBJECT,37.7,,539.4,483.6,600.2,519.4
3702,494,car,FRONT OBJECT,37.5,,538.6,483.9,599.5,519.9
3704,494,car,FRONT OBJECT,37.9,,534.7,484.2,594.5,519.8
3705,494,car,FRONT OBJECT,38.7,,533.3,484.4,591.6,519.3
3706,494,car,FRONT OBJECT,38.7,,531.2,484.2,589.2,519.1
3707,473,car,VEHICLE TOO CLOSE,6.5,0.9,1131.7,466.8,1280.0,675.4
3707,473,car,TTC WARNING,6.5,0.9,1131.7,466.8,1280.0,675.4
3707,494,car,FRONT OBJECT,38.1,,529.1,483.9,587.6,519.3
3708,473,car,VEHICLE TOO CLOSE,5.7,0.6,1129.1,463.4,1280.0,698.7
3708,473,car,TTC WARNING,5.7,0.6,1129.1,463.4,1280.0,698.7
3708,494,car,FRONT OBJECT,38.5,,527.4,484.0,585.2,519.1
3709,494,car,FRONT OBJECT,39.1,,526.2,484.6,583.0,519.1
3710,494,car,FRONT OBJECT,39.6,,525.1,484.5,581.0,518.6
3711,494,car,FRONT OBJECT,40.6,,523.8,484.9,578.4,518.2
3712,494,car,FRONT OBJECT,40.8,,521.8,485.1,576.1,518.1
3713,494,car,FRONT OBJECT,39.7,,518.0,484.6,573.7,518.6
3716,494,car,FRONT OBJECT,38.9,,510.9,484.5,568.0,519.2
3717,494,car,FRONT OBJECT,38.9,,509.3,484.7,566.4,519.3
3718,494,car,FRONT OBJECT,38.6,,507.3,484.7,565.0,519.6
3719,494,car,FRONT OBJECT,39.0,,505.6,485.1,563.1,519.7
3720,494,car,FRONT OBJECT,39.0,,503.4,485.2,561.2,519.8
3721,494,car,FRONT OBJECT,38.3,19.4,500.4,485.4,559.3,520.6
3722,494,car,FRONT OBJECT,38.0,10.1,497.8,485.5,557.5,521.0
3723,494,car,FRONT OBJECT,36.6,4.8,494.8,484.8,556.5,521.6
3724,494,car,FRONT OBJECT,36.0,3.5,492.6,484.5,555.1,522.0
3725,494,car,FRONT OBJECT,35.8,3.2,490.7,484.6,553.1,522.3
3725,487,car,VEHICLE TOO CLOSE,7.0,,33.5,455.3,308.4,649.5
3726,494,car,FRONT OBJECT,35.9,2.9,489.8,484.7,552.0,522.3
